Image ID, Detector, Descriptor, Matched Keypoints, TTC LiDAR, TTC Camera
14, ORB, ORB, 345, 9.342840, nan
15, ORB, ORB, 335, 8.363573, nan
16, ORB, ORB, 312, 10.278060, nan
17, ORB, ORB, 344, 9.611036, 16.666733
18, ORB, ORB, 330, 8.397584, nan
19, ORB, ORB, 337, 8.842841, nan
20, ORB, ORB, 319, 7.507805, nan
21, ORB, ORB, 326, 6.721826, nan
22, ORB, ORB, 305, 8.498739, 8.939952
23, ORB, ORB, 328, 8.080008, 10.527982
24, ORB, ORB, 325, 7.329854, 64.926106
25, ORB, ORB, 342, 6.985581, nan
26, ORB, ORB, 355, 6.964027, nan
27, ORB, ORB, 333, 6.943196, 68.787710
28, ORB, ORB, 342, 8.386108, nan
29, ORB, ORB, 328, 6.608878, nan
30, ORB, ORB, 320, 10.335058, 32.919618
31, ORB, ORB, 343, 10.056964, nan
32, ORB, ORB, 331, 9.158701, nan
33, ORB, ORB, 331, 6.936604, nan
34, ORB, ORB, 328, 11.275957, 18.768626
35, ORB, ORB, 348, 8.573839, 8.212538
36, ORB, ORB, 357, 9.188342, nan
37, ORB, ORB, 342, 6.791257, 18.495750
38, ORB, ORB, 338, 6.367849, 11.434031
39, ORB, ORB, 359, 6.892141, nan
40, ORB, ORB, 374, 5.925724, nan
41, ORB, ORB, 358, 5.661101, nan
42, ORB, ORB, 363, 6.190135, nan
43, ORB, ORB, 362, 6.497391, nan
44, ORB, ORB, 379, 5.778564, 251.060139
45, ORB, ORB, 356, 7.144786, 3807.653397
46, ORB, ORB, 360, 8.603588, nan
47, ORB, ORB, 376, 8.201800, nan
48, ORB, ORB, 366, 9.639516, nan
49, ORB, ORB, 369, 12.752858, nan
50, ORB, ORB, 375, 13.017200, nan
51, ORB, ORB, 402, 18.883202, nan
52, ORB, ORB, 414, nan, nan
53, ORB, ORB, 422, nan, nan
54, ORB, ORB, 431, nan, nan
55, ORB, ORB, 374, nan, -44.573966
56, ORB, ORB, 394, nan, nan
57, ORB, ORB, 406, nan, nan
58, ORB, ORB, 403, nan, nan
59, ORB, ORB, 377, nan, nan
60, ORB, ORB, 404, nan, nan

0, ORB, FREAK, 0, 0, 0
1, ORB, FREAK, 109, 12.320080, 15.858601
2, ORB, FREAK, 123, 12.219899, nan
3, ORB, FREAK, 128, 14.746746, 10.874543
4, ORB, FREAK, 136, 16.509510, 28.836184
5, ORB, FREAK, 110, 15.583940, nan
6, ORB, FREAK, 132, 12.886679, 29.892720
7, ORB, FREAK, 136, 11.981315, nan
8, ORB, FREAK, 135, 13.120670, 11.442998
9, ORB, FREAK, 144, 13.020670, 17.765021
10, ORB, FREAK, 146, 11.342427, nan
11, ORB, FREAK, 149, 12.588132, 8.349279
12, ORB, FREAK, 155, 8.848173, 54.309839
13, ORB, FREAK, 139, 9.960280, 9.304320
14, ORB, FREAK, 151, 9.342840, 74.970965
15, ORB, FREAK, 160, 8.363573, nan
16, ORB, FREAK, 144, 10.278060, 11.622733
17, ORB, FREAK, 137, 9.611036, -2004.305094
18, ORB, FREAK, 154, 8.397584, 8.732350
19, ORB, FREAK, 135, 8.842841, nan
20, ORB, FREAK, 125, 7.507805, nan
21, ORB, FREAK, 127, 6.721826, nan
22, ORB, FREAK, 118, 8.498739, 14.011734
23, ORB, FREAK, 127, 8.080008, nan
24, ORB, FREAK, 140, 7.329854, 31.805536
25, ORB, FREAK, 142, 6.985581, -21.853135
26, ORB, FREAK, 151, 6.964027, -15.962770
27, ORB, FREAK, 134, 6.943196, -30.539789
28, ORB, FREAK, 142, 8.386108, -16.712272
29, ORB, FREAK, 144, 6.608878, -25.885558
30, ORB, FREAK, 144, 10.335058, 46.171343
31, ORB, FREAK, 156, 10.056964, 893.744780
32, ORB, FREAK, 145, 9.158701, -318.017634
33, ORB, FREAK, 162, 6.936604, -17.162012
34, ORB, FREAK, 160, 11.275957, -40.090153
35, ORB, FREAK, 173, 8.573839, nan
36, ORB, FREAK, 164, 9.188342, 11.987254
37, ORB, FREAK, 149, 6.791257, 8.675825
38, ORB, FREAK, 168, 6.367849, 17.487631
39, ORB, FREAK, 168, 6.892141, nan
40, ORB, FREAK, 160, 5.925724, nan
41, ORB, FREAK, 163, 5.661101, nan
42, ORB, FREAK, 159, 6.190135, -530.353839
43, ORB, FREAK, 160, 6.497391, nan
44, ORB, FREAK, 175, 5.778564, nan
45, ORB, FREAK, 162, 7.144786, nan
46, ORB, FREAK, 171, 8.603588, nan
47, ORB, FREAK, 158, 8.201800, nan
48, ORB, FREAK, 164, 9.639516, nan
49, ORB, FREAK, 160, 12.752858, nan
50, ORB, FREAK, 159, 13.017200, nan
51, ORB, FREAK, 178, 18.883202, nan
52, ORB, FREAK, 172, nan, nan
53, ORB, FREAK, 171, nan, nan
54, ORB, FREAK, 170, nan, nan
55, ORB, FREAK, 163, nan, nan
56, ORB, FREAK, 170, nan, nan
57, ORB, FREAK, 176, nan, nan
58, ORB, FREAK, 164, nan, nan
59, ORB, FREAK, 157, nan, nan
60, ORB, FREAK, 182, nan, nan

0, ORB, SIFT, 0, 0, 0
1, ORB, SIFT, 374, 12.320080, 16.768656
2, ORB, SIFT, 361, 12.219899, 15.938427
3, ORB, SIFT, 366, 14.746746, 12.267585
4, ORB, SIFT, 372, 16.509510, 330.969511
5, ORB, SIFT, 375, 15.583940, 73.248874
6, ORB, SIFT, 381, 12.886679, 12.913696
7, ORB, SIFT, 378, 11.981315, 127.591015
8, ORB, SIFT, 372, 13.120670, 12.293279
9, ORB, SIFT, 352, 13.020670, 224.382089
10, ORB, SIFT, 355, 11.342427, nan
11, ORB, SIFT, 377, 12.588132, 7.440979
12, ORB, SIFT, 394, 8.848173, nan
13, ORB, SIFT, 377, 9.960280, 169.328700
14, ORB, SIFT, 393, 9.342840, 13.764305
15, ORB, SIFT, 383, 8.363573, nan
16, ORB, SIFT, 368, 10.278060, 13.238921
17, ORB, SIFT, 360, 9.611036, 20.688734
18, ORB, SIFT, 369, 8.397584, 20.137059
19, ORB, SIFT, 360, 8.842841, nan
20, ORB, SIFT, 355, 7.507805, 8.366688
21, ORB, SIFT, 353, 6.721826, 7.486934
22, ORB, SIFT, 355, 8.498739, 9.148585
23, ORB, SIFT, 366, 8.080008, 12.203265
24, ORB, SIFT, 374, 7.329854, 11.997297
25, ORB, SIFT, 392, 6.985581, 18.730886
26, ORB, SIFT, 374, 6.964027, 59.937606
27, ORB, SIFT, 363, 6.943196, 251.836756
28, ORB, SIFT, 376, 8.386108, nan
29, ORB, SIFT, 369, 6.608878, nan
30, ORB, SIFT, 356, 10.335058, 41.084578
31, ORB, SIFT, 351, 10.056964, nan
32, ORB, SIFT, 348, 9.158701, nan
33, ORB, SIFT, 357, 6.936604, nan
34, ORB, SIFT, 365, 11.275957, 149.558567
35, ORB, SIFT, 383, 8.573839, 12.223025
36, ORB, SIFT, 365, 9.188342, 10.147713
37, ORB, SIFT, 386, 6.791257, 7.010179
38, ORB, SIFT, 368, 6.367849, 28.731282
39, ORB, SIFT, 386, 6.892141, nan
40, ORB, SIFT, 387, 5.925724, nan
41, ORB, SIFT, 386, 5.661101, 39.299347
42, ORB, SIFT, 397, 6.190135, 15.379839
43, ORB, SIFT, 399, 6.497391, 24.442024
44, ORB, SIFT, 400, 5.778564, nan
45, ORB, SIFT, 392, 7.144786, 12.983820
46, ORB, SIFT, 387, 8.603588, nan
47, ORB, SIFT, 387, 8.201800, nan
48, ORB, SIFT, 390, 9.639516, nan
49, ORB, SIFT, 380, 12.752858, nan
50, ORB, SIFT, 400, 13.017200, nan
51, ORB, SIFT, 409, 18.883202, nan
52, ORB, SIFT, 409, nan, nan
53, ORB, SIFT, 422, nan, nan
54, ORB, SIFT, 427, nan, nan
55, ORB, SIFT, 388, nan, -74.886115
56, ORB, SIFT, 405, nan, nan
57, ORB, SIFT, 420, nan, nan
58, ORB, SIFT, 402, nan, nan
59, ORB, SIFT, 392, nan, nan
60, ORB, SIFT, 413, nan, nan

0, AKAZE, BRISK, 0, 0, 0
1, AKAZE, BRISK, 973, 12.320080, 17.930112
2, AKAZE, BRISK, 965, 12.219899, 22.649687
3, AKAZE, BRISK, 988, 14.746746, 13.365882
4, AKAZE, BRISK, 975, 16.509510, 17.970655
5, AKAZE, BRISK, 972, 15.583940, 19.428317
6, AKAZE, BRISK, 1003, 12.886679, 14.708415
7, AKAZE, BRISK, 1010, 11.981315, 15.883252
8, AKAZE, BRISK, 994, 13.120670, 13.922941
9, AKAZE, BRISK, 1007, 13.020670, 13.822467
10, AKAZE, BRISK, 1008, 11.342427, 11.877995
11, AKAZE, BRISK, 987, 12.588132, 12.362651
12, AKAZE, BRISK, 979, 8.848173, 15.617437
13, AKAZE, BRISK, 986, 9.960280, 10.085526
14, AKAZE, BRISK, 1028, 9.342840, 15.221118
15, AKAZE, BRISK, 1060, 8.363573, 16.897213
16, AKAZE, BRISK, 1040, 10.278060, 14.323066
17, AKAZE, BRISK, 1103, 9.611036, 12.290992
18, AKAZE, BRISK, 1073, 8.397584, 8.925236
19, AKAZE, BRISK, 1068, 8.842841, 12.257064
20, AKAZE, BRISK, 1083, 7.507805, 9.009464
21, AKAZE, BRISK, 1042, 6.721826, 8.780815
22, AKAZE, BRISK, 1065, 8.498739, 10.071313
23, AKAZE, BRISK, 1090, 8.080008, 9.055761
24, AKAZE, BRISK, 1113, 7.329854, 8.933007
25, AKAZE, BRISK, 1107, 6.985581, 14.885794
26, AKAZE, BRISK, 1134, 6.964027, 17.881355
27, AKAZE, BRISK, 1115, 6.943196, 14.627946
28, AKAZE, BRISK, 1094, 8.386108, 17.456970
29, AKAZE, BRISK, 1105, 6.608878, 9.356966
30, AKAZE, BRISK, 1105, 10.335058, 14.443001
31, AKAZE, BRISK, 1124, 10.056964, 16.542773
32, AKAZE, BRISK, 1151, 9.158701, 18.225715
33, AKAZE, BRISK, 1162, 6.936604, 12.226013
34, AKAZE, BRISK, 1165, 11.275957, 13.807645
35, AKAZE, BRISK, 1192, 8.573839, 8.659478
36, AKAZE, BRISK, 1218, 9.188342, 8.270077
37, AKAZE, BRISK, 1229, 6.791257, 8.461525
38, AKAZE, BRISK, 1212, 6.367849, 9.822820
39, AKAZE, BRISK, 1211, 6.892141, 12.321828
40, AKAZE, BRISK, 1207, 5.925724, 10.543065
41, AKAZE, BRISK, 1211, 5.661101, 9.683502
42, AKAZE, BRISK, 1259, 6.190135, 7.384360
43, AKAZE, BRISK, 1259, 6.497391, 7.813384
44, AKAZE, BRISK, 1240, 5.778564, 9.457903
45, AKAZE, BRISK, 1229, 7.144786, 8.784118
46, AKAZE, BRISK, 1241, 8.603588, 9.553163
47, AKAZE, BRISK, 1225, 8.201800, 20.122059
48, AKAZE, BRISK, 1246, 9.639516, 11.487166
49, AKAZE, BRISK, 1265, 12.752858, 14.073220
50, AKAZE, BRISK, 1308, 13.017200, 20.220062
51, AKAZE, BRISK, 1334, 18.883202, 23.110492
52, AKAZE, BRISK, 1347, nan, 47.840838
53, AKAZE, BRISK, 1348, nan, 72.628021
54, AKAZE, BRISK, 1363, nan, -106.561545
55, AKAZE, BRISK, 1308, nan, -93.866487
56, AKAZE, BRISK, 1308, nan, -11066.884606
57, AKAZE, BRISK, 1351, nan, -442.699409
58, AKAZE, BRISK, 1300, nan, -136.164098
59, AKAZE, BRISK, 1254, nan, -335.643605
60, AKAZE, BRISK, 1304, nan, -3028.800941

0, AKAZE, BRIEF, 0, 0, 0
1, AKAZE, BRIEF, 1073, 12.320080, 18.886493
2, AKAZE, BRIEF, 1091, 12.219899, 15.045547
3, AKAZE, BRIEF, 1109, 14.746746, 17.024115
4, AKAZE, BRIEF, 1116, 16.509510, 13.848208
5, AKAZE, BRIEF, 1102, 15.583940, 18.681009
6, AKAZE, BRIEF, 1121, 12.886679, 20.371367
7, AKAZE, BRIEF, 1082, 11.981315, 21.522588
8, AKAZE, BRIEF, 1119, 13.120670, 14.121140
9, AKAZE, BRIEF, 1120, 13.020670, 21.424283
10, AKAZE, BRIEF, 1107, 11.342427, 11.570909
11, AKAZE, BRIEF, 1119, 12.588132, 16.404711
12, AKAZE, BRIEF, 1104, 8.848173, 18.019285
13, AKAZE, BRIEF, 1135, 9.960280, 10.233675
14, AKAZE, BRIEF, 1165, 9.342840, 14.965864
15, AKAZE, BRIEF, 1170, 8.363573, 15.824861
16, AKAZE, BRIEF, 1163, 10.278060, 12.201176
17, AKAZE, BRIEF, 1191, 9.611036, 11.328882
18, AKAZE, BRIEF, 1197, 8.397584, 10.645925
19, AKAZE, BRIEF, 1184, 8.842841, 14.631166
20, AKAZE, BRIEF, 1190, 7.507805, 11.876305
21, AKAZE, BRIEF, 1144, 6.721826, 13.161738
22, AKAZE, BRIEF, 1186, 8.498739, 11.274332
23, AKAZE, BRIEF, 1190, 8.080008, 9.048851
24, AKAZE, BRIEF, 1205, 7.329854, 11.357668
25, AKAZE, BRIEF, 1168, 6.985581, 16.172418
26, AKAZE, BRIEF, 1213, 6.964027, 16.456074
27, AKAZE, BRIEF, 1209, 6.943196, 15.145444
28, AKAZE, BRIEF, 1179, 8.386108, 16.040831
29, AKAZE, BRIEF, 1225, 6.608878, 13.131283
30, AKAZE, BRIEF, 1218, 10.335058, 14.017407
31, AKAZE, BRIEF, 1211, 10.056964, 16.271771
32, AKAZE, BRIEF, 1258, 9.158701, 16.511984
33, AKAZE, BRIEF, 1298, 6.936604, 16.559800
34, AKAZE, BRIEF, 1284, 11.275957, 9.573479
35, AKAZE, BRIEF, 1277, 8.573839, 12.946042
36, AKAZE, BRIEF, 1298, 9.188342, 14.319833
37, AKAZE, BRIEF, 1278, 6.791257, 10.845937
38, AKAZE, BRIEF, 1232, 6.367849, 18.127837
39, AKAZE, BRIEF, 1273, 6.892141, 32.627742
40, AKAZE, BRIEF, 1278, 5.925724, 38.223339
41, AKAZE, BRIEF, 1280, 5.661101, 10.467991
42, AKAZE, BRIEF, 1291, 6.190135, 35.504925
43, AKAZE, BRIEF, 1291, 6.497391, 19.081020
44, AKAZE, BRIEF, 1300, 5.778564, 26.807613
45, AKAZE, BRIEF, 1282, 7.144786, 18.930715
46, AKAZE, BRIEF, 1259, 8.603588, 9.956122
47, AKAZE, BRIEF, 1264, 8.201800, 19.644469
48, AKAZE, BRIEF, 1269, 9.639516, 22.955547
49, AKAZE, BRIEF, 1293, 12.752858, 24.542551
50, AKAZE, BRIEF, 1305, 13.017200, 33.729941
51, AKAZE, BRIEF, 1331, 18.883202, 35.384227
52, AKAZE, BRIEF, 1353, nan, 39.758309
53, AKAZE, BRIEF, 1344, nan, 71.076752
54, AKAZE, BRIEF, 1374, nan, -190.849836
55, AKAZE, BRIEF, 1250, nan, -91.686441
56, AKAZE, BRIEF, 1302, nan, 1326.817980
57, AKAZE, BRIEF, 1317, nan, 970.397441
58, AKAZE, BRIEF, 1322, nan, -206.030756
59, AKAZE, BRIEF, 1237, nan, -260.523215
60, AKAZE, BRIEF, 1297, nan, -4175.276412

0, AKAZE, ORB, 0, 0, 0
1, AKAZE, ORB, 924, 12.320080, 17.393113
2, AKAZE, ORB, 933, 12.219899, 19.647699
3, AKAZE, ORB, 958, 14.746746, 13.142287
4, AKAZE, ORB, 944, 16.509510, 18.053117
5, AKAZE, ORB, 960, 15.583940, 15.517831
6, AKAZE, ORB, 958, 12.886679, 20.251974
7, AKAZE, ORB, 1001, 11.981315, 21.256803
8, AKAZE, ORB, 990, 13.120670, 20.724041
9, AKAZE, ORB, 968, 13.020670, 13.305956
10, AKAZE, ORB, 1002, 11.342427, 11.561945
11, AKAZE, ORB, 953, 12.588132, 17.219330
12, AKAZE, ORB, 957, 8.848173, 20.268455
13, AKAZE, ORB, 951, 9.960280, 14.055886
14, AKAZE, ORB, 1018, 9.342840, 13.006188
15, AKAZE, ORB, 1021, 8.363573, 10.385111
16, AKAZE, ORB, 1015, 10.278060, 12.512391
17, AKAZE, ORB, 1052, 9.611036, 11.532969
18, AKAZE, ORB, 1047, 8.397584, 12.243762
19, AKAZE, ORB, 1021, 8.842841, 15.362569
20, AKAZE, ORB, 1042, 7.507805, 13.636901
21, AKAZE, ORB, 1020, 6.721826, 13.663915
22, AKAZE, ORB, 1048, 8.498739, 8.886323
23, AKAZE, ORB, 1029, 8.080008, 10.187892
24, AKAZE, ORB, 1061, 7.329854, 12.899406
25, AKAZE, ORB, 1060, 6.985581, 14.786971
26, AKAZE, ORB, 1067, 6.964027, 17.948408
27, AKAZE, ORB, 1064, 6.943196, 11.257328
28, AKAZE, ORB, 1025, 8.386108, 9.724278
29, AKAZE, ORB, 1069, 6.608878, 13.443745
30, AKAZE, ORB, 1055, 10.335058, 11.069746
31, AKAZE, ORB, 1053, 10.056964, 15.467950
32, AKAZE, ORB, 1110, 9.158701, 16.351624
33, AKAZE, ORB, 1126, 6.936604, 16.660252
34, AKAZE, ORB, 1143, 11.275957, 12.895545
35, AKAZE, ORB, 1150, 8.573839, 9.135328
36, AKAZE, ORB, 1128, 9.188342, 7.678874
37, AKAZE, ORB, 1158, 6.791257, 12.030060
38, AKAZE, ORB, 1096, 6.367849, 10.943776
39, AKAZE, ORB, 1122, 6.892141, 30.701567
40, AKAZE, ORB, 1134, 5.925724, 24.991654
41, AKAZE, ORB, 1134, 5.661101, 15.657413
42, AKAZE, ORB, 1174, 6.190135, 29.761748
43, AKAZE, ORB, 1177, 6.497391, 20.065614
44, AKAZE, ORB, 1185, 5.778564, 11.644342
45, AKAZE, ORB, 1180, 7.144786, 18.447709
46, AKAZE, ORB, 1165, 8.603588, 10.615889
47, AKAZE, ORB, 1143, 8.201800, 10.747592
48, AKAZE, ORB, 1156, 9.639516, 21.996586
49, AKAZE, ORB, 1176, 12.752858, 15.098561
50, AKAZE, ORB, 1204, 13.017200, 35.016578
51, AKAZE, ORB, 1226, 18.883202, 23.756278
52, AKAZE, ORB, 1260, nan, 45.590138
53, AKAZE, ORB, 1274, nan, 115.388295
54, AKAZE, ORB, 1295, nan, -195.388990
55, AKAZE, ORB, 1175, nan, -84.126324
56, AKAZE, ORB, 1229, nan, 3268.487293
57, AKAZE, ORB, 1270, nan, -390.405576
58, AKAZE, ORB, 1209, nan, -193.895342
59, AKAZE, ORB, 1165, nan, -331.412802
60, AKAZE, ORB, 1239, nan, -381.807196

0, AKAZE, FREAK, 0, 0, 0
1, AKAZE, FREAK, 915, 12.320080, 13.550812
2, AKAZE, FREAK, 910, 12.219899, 16.853331
3, AKAZE, FREAK, 969, 14.746746, 16.848828
4, AKAZE, FREAK, 935, 16.509510, 14.036042
5, AKAZE, FREAK, 900, 15.583940, 15.892261
6, AKAZE, FREAK, 947, 12.886679, 14.445457
7, AKAZE, FREAK, 984, 11.981315, 15.362906
8, AKAZE, FREAK, 959, 13.120670, 20.534270
9, AKAZE, FREAK, 961, 13.020670, 23.050419
10, AKAZE, FREAK, 970, 11.342427, 11.894069
11, AKAZE, FREAK, 935, 12.588132, 12.161686
12, AKAZE, FREAK, 961, 8.848173, 17.919494
13, AKAZE, FREAK, 964, 9.960280, 10.783258
14, AKAZE, FREAK, 1010, 9.342840, 9.876270
15, AKAZE, FREAK, 1028, 8.363573, 9.894969
16, AKAZE, FREAK, 1011, 10.278060, 13.864434
17, AKAZE, FREAK, 1027, 9.611036, 11.280857
18, AKAZE, FREAK, 1054, 8.397584, 8.806918
19, AKAZE, FREAK, 1051, 8.842841, 9.551169
20, AKAZE, FREAK, 1037, 7.507805, 14.747364
21, AKAZE, FREAK, 1004, 6.721826, 13.763275
22, AKAZE, FREAK, 1041, 8.498739, 7.969929
23, AKAZE, FREAK, 1049, 8.080008, 8.619309
24, AKAZE, FREAK, 1047, 7.329854, 16.586871
25, AKAZE, FREAK, 1036, 6.985581, 14.336829
26, AKAZE, FREAK, 1064, 6.964027, 10.133661
27, AKAZE, FREAK, 1060, 6.943196, 12.917058
28, AKAZE, FREAK, 1045, 8.386108, 10.352286
29, AKAZE, FREAK, 1042, 6.608878, 13.276919
30, AKAZE, FREAK, 1074, 10.335058, 10.389421
31, AKAZE, FREAK, 1089, 10.056964, 16.516875
32, AKAZE, FREAK, 1102, 9.158701, 18.735178
33, AKAZE, FREAK, 1123, 6.936604, 10.566441
34, AKAZE, FREAK, 1101, 11.275957, 13.264731
35, AKAZE, FREAK, 1135, 8.573839, 14.136257
36, AKAZE, FREAK, 1152, 9.188342, 7.962033
37, AKAZE, FREAK, 1157, 6.791257, 7.320034
38, AKAZE, FREAK, 1134, 6.367849, 9.150759
39, AKAZE, FREAK, 1154, 6.892141, 11.493654
40, AKAZE, FREAK, 1159, 5.925724, 34.322864
41, AKAZE, FREAK, 1164, 5.661101, 9.539508
42, AKAZE, FREAK, 1169, 6.190135, 28.586661
43, AKAZE, FREAK, 1200, 6.497391, 7.833363
44, AKAZE, FREAK, 1191, 5.778564, 9.050530
45, AKAZE, FREAK, 1164, 7.144786, 13.414767
46, AKAZE, FREAK, 1179, 8.603588, 9.338637
47, AKAZE, FREAK, 1168, 8.201800, 10.573530
48, AKAZE, FREAK, 1180, 9.639516, 22.892264
49, AKAZE, FREAK, 1201, 12.752858, 13.200358
50, AKAZE, FREAK, 1210, 13.017200, 19.833260
51, AKAZE, FREAK, 1237, 18.883202, 23.521010
52, AKAZE, FREAK, 1260, nan, 46.321848
53, AKAZE, FREAK, 1281, nan, 121.204811
54, AKAZE, FREAK, 1308, nan, -199.735944
55, AKAZE, FREAK, 1183, nan, -85.191760
56, AKAZE, FREAK, 1222, nan, -3272.023710
57, AKAZE, FREAK, 1275, nan, -709.531979
58, AKAZE, FREAK, 1215, nan, -129.200164
59, AKAZE, FREAK, 1149, nan, -298.074203
60, AKAZE, FREAK, 1247, nan, -4075.309124

0, AKAZE, AKAZE, 0, 0, 0
1, AKAZE, AKAZE, 1103, 12.320080, 14.171540
2, AKAZE, AKAZE, 1073, 12.219899, 19.782599
3, AKAZE, AKAZE, 1126, 14.746746, 14.942139
4, AKAZE, AKAZE, 1126, 16.509510, 14.248959
5, AKAZE, AKAZE, 1117, 15.583940, 16.462302
6, AKAZE, AKAZE, 1118, 12.886679, 19.445133
7, AKAZE, AKAZE, 1147, 11.981315, 16.410820
8, AKAZE, AKAZE, 1148, 13.120670, 20.811153
9, AKAZE, AKAZE, 1120, 13.020670, 19.669842
10, AKAZE, AKAZE, 1149, 11.342427, 16.062596
11, AKAZE, AKAZE, 1083, 12.588132, 15.728457
12, AKAZE, AKAZE, 1087, 8.848173, 14.312271
13, AKAZE, AKAZE, 1071, 9.960280, 11.010628
14, AKAZE, AKAZE, 1138, 9.342840, 14.476080
15, AKAZE, AKAZE, 1119, 8.363573, 15.255046
16, AKAZE, AKAZE, 1132, 10.278060, 12.821820
17, AKAZE, AKAZE, 1152, 9.611036, 11.446575
18, AKAZE, AKAZE, 1161, 8.397584, 11.536220
19, AKAZE, AKAZE, 1165, 8.842841, 9.618556
20, AKAZE, AKAZE, 1161, 7.507805, 12.263087
21, AKAZE, AKAZE, 1142, 6.721826, 12.148561
22, AKAZE, AKAZE, 1169, 8.498739, 7.978553
23, AKAZE, AKAZE, 1156, 8.080008, 11.477950
24, AKAZE, AKAZE, 1184, 7.329854, 12.131741
25, AKAZE, AKAZE, 1183, 6.985581, 13.958980
26, AKAZE, AKAZE, 1200, 6.964027, 14.544336
27, AKAZE, AKAZE, 1196, 6.943196, 10.965307
28, AKAZE, AKAZE, 1193, 8.386108, 9.626088
29, AKAZE, AKAZE, 1194, 6.608878, 13.325893
30, AKAZE, AKAZE, 1215, 10.335058, 9.615128
31, AKAZE, AKAZE, 1236, 10.056964, 11.343607
32, AKAZE, AKAZE, 1248, 9.158701, 11.500108
33, AKAZE, AKAZE, 1259, 6.936604, 15.788617
34, AKAZE, AKAZE, 1266, 11.275957, 9.281481
35, AKAZE, AKAZE, 1264, 8.573839, 11.288673
36, AKAZE, AKAZE, 1263, 9.188342, 11.532737
37, AKAZE, AKAZE, 1285, 6.791257, 11.583763
38, AKAZE, AKAZE, 1222, 6.367849, 16.653303
39, AKAZE, AKAZE, 1257, 6.892141, 11.980816
40, AKAZE, AKAZE, 1270, 5.925724, 10.534666
41, AKAZE, AKAZE, 1276, 5.661101, 8.977180
42, AKAZE, AKAZE, 1285, 6.190135, 8.512094
43, AKAZE, AKAZE, 1312, 6.497391, 20.136565
44, AKAZE, AKAZE, 1285, 5.778564, 10.444634
45, AKAZE, AKAZE, 1295, 7.144786, 9.739115
46, AKAZE, AKAZE, 1271, 8.603588, 21.101101
47, AKAZE, AKAZE, 1271, 8.201800, 21.364768
48, AKAZE, AKAZE, 1260, 9.639516, 22.008048
49, AKAZE, AKAZE, 1285, 12.752858, 14.388919
50, AKAZE, AKAZE, 1298, 13.017200, 28.120866
51, AKAZE, AKAZE, 1330, 18.883202, 28.223344
52, AKAZE, AKAZE, 1363, nan, 33.216538
53, AKAZE, AKAZE, 1333, nan, 72.471952
54, AKAZE, AKAZE, 1369, nan, -194.569131
55, AKAZE, AKAZE, 1283, nan, -72.654239
56, AKAZE, AKAZE, 1323, nan, -20456.678172
57, AKAZE, AKAZE, 1357, nan, 674.569126
58, AKAZE, AKAZE, 1339, nan, -194.741564
59, AKAZE, AKAZE, 1276, nan, -350.903347
60, AKAZE, AKAZE, 1325, nan, -2385.648133

0, AKAZE, SIFT, 0, 0, 0
1, AKAZE, SIFT, 1136, 12.320080, 13.005292
2, AKAZE, SIFT, 1150, 12.219899, 19.904678
3, AKAZE, SIFT, 1166, 14.746746, 15.654671
4, AKAZE, SIFT, 1147, 16.509510, 18.152125
5, AKAZE, SIFT, 1146, 15.583940, 19.437387
6, AKAZE, SIFT, 1138, 12.886679, 22.558854
7, AKAZE, SIFT, 1159, 11.981315, 15.763195
8, AKAZE, SIFT, 1169, 13.120670, 20.388426
9, AKAZE, SIFT, 1161, 13.020670, 19.268060
10, AKAZE, SIFT, 1209, 11.342427, 13.673666
11, AKAZE, SIFT, 1149, 12.588132, 13.795076
12, AKAZE, SIFT, 1134, 8.848173, 14.190702
13, AKAZE, SIFT, 1145, 9.960280, 15.033237
14, AKAZE, SIFT, 1181, 9.342840, 14.749217
15, AKAZE, SIFT, 1183, 8.363573, 15.540048
16, AKAZE, SIFT, 1221, 10.278060, 10.002429
17, AKAZE, SIFT, 1210, 9.611036, 11.732626
18, AKAZE, SIFT, 1215, 8.397584, 11.079755
19, AKAZE, SIFT, 1210, 8.842841, 12.801925
20, AKAZE, SIFT, 1217, 7.507805, 13.907098
21, AKAZE, SIFT, 1189, 6.721826, 13.328084
22, AKAZE, SIFT, 1191, 8.498739, 10.277955
23, AKAZE, SIFT, 1210, 8.080008, 11.365924
24, AKAZE, SIFT, 1219, 7.329854, 12.684347
25, AKAZE, SIFT, 1227, 6.985581, 15.124460
26, AKAZE, SIFT, 1260, 6.964027, 15.456123
27, AKAZE, SIFT, 1247, 6.943196, 11.319711
28, AKAZE, SIFT, 1218, 8.386108, 16.817902
29, AKAZE, SIFT, 1245, 6.608878, 12.818039
30, AKAZE, SIFT, 1245, 10.335058, 13.727813
31, AKAZE, SIFT, 1282, 10.056964, 11.438079
32, AKAZE, SIFT, 1291, 9.158701, 17.091176
33, AKAZE, SIFT, 1304, 6.936604, 13.296766
34, AKAZE, SIFT, 1314, 11.275957, 13.701626
35, AKAZE, SIFT, 1314, 8.573839, 9.957256
36, AKAZE, SIFT, 1302, 9.188342, 10.688000
37, AKAZE, SIFT, 1318, 6.791257, 10.109266
38, AKAZE, SIFT, 1288, 6.367849, 17.607559
39, AKAZE, SIFT, 1307, 6.892141, 53.804010
40, AKAZE, SIFT, 1313, 5.925724, 45.580235
41, AKAZE, SIFT, 1338, 5.661101, 22.044698
42, AKAZE, SIFT, 1344, 6.190135, 26.482554
